review_text,review_posted_date,review_header,review_rating,review_author
"Update on 27-Dec-2017✍️✍️ This is my 6th week using iPhone X 64GB, I bought space grey colour which I felt much more elegant than the Silver. This is my upgradation from iPhone 6s to X. Below sharing my experience:- • The first attraction was bezel less phone. The screen size is 5.8 inch which is bigger than iPhone 8 plus (5.7”). However, the physical dimension of the phone is slightly bigger than my iPhone 6s. • The second attraction was Face ID, I was little bit hesitant in the beginning after going through so many online reviews. But I would say this is one of the techno marvellous thing done by Apple. Some of the key highlights of the Face ID:- - The ring volume diminishes immediately after it detects your face with the moment you look into the phone. The action is immediate. - You can set up more robust way to detect your Face ID under the settings of “Face ID & Pass Code” menu. - It works in low light, not an issue at all. - Although it hangs rarely as the same way legacy iPhone home button. In that case, need to use pass code. • Missing of Home button : There should not be any worry for this, It is more convenient without this, simply taping on the screen makes screen lit, and then need not hovering around for correctly pressing of the home button. • The camera is just extraordinary, the low light performance and true colour capture is supreme experience. I have attached two photos; one photo taken in the night in highway. Other is day light photo. Both are not processed. • Video : It is reported in other reviews that this iPhone series has only the capability of taking 60fps at 4K colour which stands the most capable phone camera for video. • Single handed operation : It is still possible easily. Please do a search in the net for how to do this. • Price : I don’t deny the fact that 89K rupees for 64GB is little pricy, it should have loaded 128 GB at least. However, I purchased this as combo offer with watch series 3 through one of the leading credit card offer. So, please watch out for some good deal if you really bother with the price. • Battery life : I found longer battery life than the iPhone 6s besides bigger screen size. I am high user of the phone with always data and Bluetooth on because using watch as well. It last almost full day. • Speed : It responds very fast not an issue at all. • Wireless charging: I am yet to check this properly, I tried in my 1A Qi charger it doesn’t work, you need 2A rating Qi charger • Speaker Quality : It is very loud and crisp. ⭐️⭐️⭐️ CONS:- I find only one issue as of now i.e., charging time • Charging time : It takes around 2 hours to charge fully from 10% level to 100% My final verdict: If you are looking for bezel free phone with decent battery life and superior camera, just go for this phone.",30 Nov 2017,"A revolutionary gadget, I simply like it",5.0 ,naba
1 lakh me bhi koi kharabi hogi to kya matlab,10 Mar 2018,Just the same awesome like before,5.0 ,Ovais d.
Only 3gb ram.,12 Oct 2018,3 gb ram. Is bed,1.0 ,Amazon Customer
Nice phone Better than my iPhone 8,16 Apr 2018,Nice phone Better than my iPhone,5.0 ,Rahul sharma
Awesome phone,07 Feb 2018,Five Stars,5.0 ,anish
Not worth it... Very expensive product.... I suggest you to go for the Samsung Galaxy s9 plus or if u r apple fan than go for iPhone 8 plus,10 Apr 2018,Not worth it...👎👎👎,1.0 ,Parth Rajpara
Awesome phone abd genuine product by amazon .brand new .What flagship phone,19 Oct 2018,Phone that Enhance your class,5.0 ,Gaurav Thakur
Does it really worth the price what Apple is demanding?,30 Apr 2018,Get it 4 u.....,1.0 ,Sandy_Pia
"Better to Buy one plus 5t for extreme performance, Apple sells cheap stuff at the high price. - Only 3gb ram - Apps notifications are not calibrated, it cuts off by the front camera cutout. - Needs front Camera Improvements in Low light. - Airpods should have been complimentary (Personal Issue) - Face ID should directly unlock the phone, it should not stay the swipe up screen. - Face unlock could have been faster as i have one plus 5t also and it unlocks thrice faster than iPhone X. - Poor Battery Backup. 2716 mAh only.",03 Jan 2018,Average phone at that price.,3.0 ,Piyush Verma
I have used almost all iPhones but it is King of all it has all new features like Face IDz Animoji I truly recommend it it is best iPhone.Must Buy I know picture quality is not good because I have Xiaomi MI Mix earlier.,18 Dec 2017,King of All iPhone,5.0 ,Somanshu
Not worth 1 lakh my s8 is much more better than iphone x,18 Dec 2017,Not that great,3.0 ,rahul bamaniya
"bad phone, I have used blackberry limited edition phones which costs around 2.5 lakhs. there were awesome, this phone is bad, i wanted to throw this out of window.",20 Jul 2018,"bad phone, I have used blackberry limited edition phones ...",3.0 ,Amazon Customer
I sold my car to buy this phone now when I have to go to office I have to catch an auto but when I use this phone in auto it feels really good totally worth selling my car,10 Dec 2017,Pasa 💵 wasul,5.0 ,DEEPAK TAK
It's highly overpriced. You can easily get the same feel and features in oneplus6.,26 Jul 2018,Overpriced!!!,1.0 ,Kruti
Way too overpriced,25 Mar 2018,One Star,1.0 ,Manishi
Its an awesome phone ignore the negative reviews as people are giving.if u want just go for it without any second thought in mind..,16 Dec 2017,Its an awesome phone ignore the negative reviews as people are giving,5.0 ,Ankit kumar Gupta
Worst mobile best iphone is 6s plus Or you can buy 8plus,12 Jun 2018,Worst,1.0 ,Sutapa Pandit
this clone don't buy it,06 Sep 2018,fake,1.0 ,Jaswinder kumar
One of the best phone.,21 Jul 2018,Superb Phone!!!!!,1.0 ,Ashutosh
slow charging,19 Apr 2018,Charging problems,3.0 ,vishnu daiya
The ear pods are missing from the box.,14 Feb 2018,One Star,1.0 ,Prashun
"I received my X on launch day and I absolutely love this phone. If you would like a list of just my thoughts on the phone, scroll down pass the introduction. The transition: NO home button! The staple of the iPhone is gone; well, moved to a little notch at the top. I was expecting this transition to a home-button-less iPhone to be difficult, but all of the gestures feel so natural. I find myself annoyed trying to utilized an older iPhone as the interface now feels clunky. Switching through apps, opening the phone, accessing everything, it's all so easy. Now, this isn't to say there isn't a transition and while everything feels natural, there is a period of time where you have to get used to the new interface and some aspects that initially seemed difficult become second nature. For example, reachability was a favorite feature of mine and while it was initially hard to activate, I have now learned how to activate it without an issue (reachability brings the iPhone screen down halfway to reach top parts of the screen without moving your hand). Face ID: I was skeptical to say the least, but Face ID works (almost) perfect. It does however learn from its missteps and if it fails to identify you, it will add that data to its cache. I personally scanned my face normally the first time and on the second scan did it at roughly a 45 degree angle so I could lean over my phone to view notifications. As I've adjusted to Face ID, it has gotten faster and faster at scanning my face and it's not something you need to wait on to open your phone. By the time you swipe up on your phone, it's unlocked and ready to go (I seriously forget I have a password). I also really enjoy the ability to utilize Face ID for my password for other logins and the ability to open up an app directly from the lock screen without having to then enter my fingerprint/passcode. It's important to note here that your privacy is well, yours. No one has access to the data Face ID gather's and it is truly yours. Apple has a good track record on keeping your data private as they are not in the data business (hello Google & Facebook). The price: There seems to be this running idea that a Rs.89,000 phone is a crazy purchase, but I would have to disagree. Why? My logic is as followed: Phones are one of the most used devices (easily mine) so for starters, I would like a nice one. If I didn't buy the device in full, I would have been paying roughly Rs. 10,000 a month on EMI for 9 months. The base model is a 64GB iPhone loaded with the best Apple has to offer. A 128GB 6S at launch was Rs.70,000. Yes, there's a price difference, but my point is that it's not as gigantic as it may seem. I personally would advocate a 64GB version and be utilizing cloud storage if you need more space, but do note, this is Apple's flagship and there are cheaper iPhone's out there. What I love: - The screen looks amazing. The colors are vibrant, the blacks are deep with black wallpapers flowing aimlessly into the phone (to the point you cannot see the notch in the screen if the wallpaper is black). - The Notch! Yes, the notch. Some people seem to hate it, I think it's iconic and makes the iPhone X stand alone in oled sphere. It fades into the user experience and I have not had any issues with it. - The screen size. I have always wanted a plus, but I always felt like it was too big for my hands. That I would drop the phone and there it goes. The X remedies this for me and I get to use a larger screen in nearly the same form factor as my 6S. The screen truly looks amazing and if you haven't seen one, check one out at a local store. - I'm not sure how much of this is just because my 6S was a few years old, but the taptic engine in the X is amazing. As in, when the phone vibrates, I can easily identify what it is through the vibration and the vibration itself feels smooth. - Force touch is also fantastic and the haptic feedback on everything from a like on twitter to moving apps around is wonderful. Makes the screen feel more three-dimensional in a way. - The camera takes wonderful pictures. I have taken a few pictures in portrait mode and some pictures genuinely look like they were taken with a DSLR camera. - The speakers are louder than I expected and sound very clear. Great for impromptu music listening. - The phone is a little heavy, but it is definitely comfortable to hold. It feels like a luxury device and has a certain weight to it. What I don't: Honestly, I do not have a genuine complaint at this point. The only complaint that comes to mind revolves around the lack of optimization I have faced in some apps, but that is a developer problem and even then, developers have optimized a majority of their apps and my issues have been few and far between.",02 May 2018,"From a 6S to an X - A wonderful, luxury, phone.",5.0 ,Vibhor
